ex_t_menhir_l_01	E 22 5
sc_greydeath	I dushariran, shrine
sc_mindfeeder	I dushariran, shrine
shamob gro-shatub	I dushariran, shrine
ienaso adren	I ebernanit, shrine
talis veran	I ebernanit, shrine
an_deesei	I ebonheart, argonian mission
crate_02_bottle05_16	I ebonheart, argonian mission
geel_lah	I ebonheart, argonian mission
im_kilaya	I ebonheart, argonian mission
in_impsmall_hall_02	I ebonheart, argonian mission
light_com_rm_chandelier_05_l	I ebonheart, argonian mission
light_com_torch_01_128	I ebonheart, argonian mission
on_wan	I ebonheart, argonian mission
onasha	I ebonheart, argonian mission
ukawei	I ebonheart, argonian mission
bk_eastempirecompanyledger	I ebonheart, east empire company hall
bk_notefromj'zhirr	I ebonheart, east empire company hall
bolrin	I ebonheart, east empire company hall
bookskill_mercantile4	I ebonheart, east empire company hall
canctunian ponius	I ebonheart, east empire company hall
com_chest_02_jzhirr	I ebonheart, east empire company hall
company guard_unique	I ebonheart, east empire company hall
in_impsmall_r_entr_02	I ebonheart, east empire company hall
in_impsmall_r_entr_03	I ebonheart, east empire company hall
j'zhirr	I ebonheart, east empire company hall
light_de_buglamp_01_64	I ebonheart, east empire company hall
okan_shei	I ebonheart, east empire company hall
shazgob gra-luzgan	I ebonheart, east empire company hall
fiiriel	I ebonheart, east empire north warehouse
haening	I ebonheart, east empire north warehouse
crate_02_foodmult	I ebonheart, east empire south warehouse
light_com_candle_11	I ebonheart, east empire south warehouse
siltalaure	I ebonheart, east empire south warehouse
thoromlallor	I ebonheart, east empire south warehouse
asciene rane	I ebonheart, grand council chambers
duke's guard	I ebonheart, grand council chambers
galas drenim	I ebonheart, grand council chambers
light_com_sconce_02_77	I ebonheart, grand council chambers
llaalam dredil	I ebonheart, grand council chambers
llerar mandas	I ebonheart, grand council chambers
llivas othravel	I ebonheart, grand council chambers
relen hlaalu	I ebonheart, grand council chambers
ruccia conician	I ebonheart, grand council chambers
varus vatinius	I ebonheart, grand council chambers
vedam dren	I ebonheart, grand council chambers
com_chest_01_arrows	I ebonheart, grand council chambers tower
crate_01_imp_weaponsmul	I ebonheart, grand council chambers tower
iron shardsword	I ebonheart, grand council chambers tower
matus mido	I ebonheart, grand council chambers tower
active_com_bunk_02	I ebonheart, hawkmoth legion garrison
alodie jes	I ebonheart, hawkmoth legion garrison
aumsi	I ebonheart, hawkmoth legion garrison
bk_ordolegionis	I ebonheart, hawkmoth legion garrison
chest_small_02_wooduten	I ebonheart, hawkmoth legion garrison
com_chest_02_empty	I ebonheart, hawkmoth legion garrison
crate_01_sirollus_01	I ebonheart, hawkmoth legion garrison
crate_01_sirollus_02	I ebonheart, hawkmoth legion garrison
crate_02_lagius	I ebonheart, hawkmoth legion garrison
de_p_chest_02_hmothstol	I ebonheart, hawkmoth legion garrison
ervona barys	I ebonheart, hawkmoth legion garrison
fanildil	I ebonheart, hawkmoth legion garrison
frald the white	I ebonheart, hawkmoth legion garrison
furn_fireplace10	I ebonheart, hawkmoth legion garrison
joshur	I ebonheart, hawkmoth legion garrison
key_cell_ebonheart_01	I ebonheart, hawkmoth legion garrison
landorume	I ebonheart, hawkmoth legion garrison
light_com_torch_01_200	I ebonheart, hawkmoth legion garrison
nebia amphia	I ebonheart, hawkmoth legion garrison
nedhelorn	I ebonheart, hawkmoth legion garrison
norring	I ebonheart, hawkmoth legion garrison
sirollus saccus	I ebonheart, hawkmoth legion garrison
augurius sialius	I ebonheart, hawkmoth towers
light_com_lantern_02_177	I ebonheart, hawkmoth towers
blue candle bulb_177	I ebonheart, imperial chapels
bookskill_security3	I ebonheart, imperial chapels
com_closet_01_cullian	I ebonheart, imperial chapels
frik	I ebonheart, imperial chapels
furn_c_t_arkay_01	I ebonheart, imperial chapels
furn_c_t_dibella_01	I ebonheart, imperial chapels
furn_c_t_julianos_01	I ebonheart, imperial chapels
furn_c_t_zenithar_01	I ebonheart, imperial chapels
iulus truptor	I ebonheart, imperial chapels
kaye	I ebonheart, imperial chapels
lalatia varian	I ebonheart, imperial chapels
light_com_candle_14_77	I ebonheart, imperial chapels
light_com_sconce_02	I ebonheart, imperial chapels
p_restore_endurance_b	I ebonheart, imperial chapels
sarmosia vant	I ebonheart, imperial chapels
sauleius cullian	I ebonheart, imperial chapels
synnolian tunifus	I ebonheart, imperial chapels
active_com_bed_07	I ebonheart, imperial commission
bookskill_speechcraft2	I ebonheart, imperial commission
com_drawers_01_expcloth	I ebonheart, imperial commission
duke's guard_tomb	I ebonheart, imperial commission
duke's guard_tomb2	I ebonheart, imperial commission
furn_c_t_lady_01	I ebonheart, imperial commission
furn_c_t_lord_01	I ebonheart, imperial commission
furn_imp_altar_01	I ebonheart, imperial commission
imperial boots	I ebonheart, imperial commission
imperial helmet armor	I ebonheart, imperial commission
in_impsmall_d_hidden_01	I ebonheart, imperial commission
in_impsmall_dj_cave_01	I ebonheart, imperial commission
in_impsmall_dj_hidden_01	I ebonheart, imperial commission
in_impsmall_door_01_shrine	I ebonheart, imperial commission
in_impsmall_r_corner_02	I ebonheart, imperial commission
light_com_candle_14	I ebonheart, imperial commission
rufinus alleius	I ebonheart, imperial commission
rufinus_alleius_chest	I ebonheart, imperial commission
tuvene arethan	I ebonheart, imperial commission
birard adrognese	I ebonheart, imperial guard garrison
cavortius albuttian	I ebonheart, imperial guard garrison
ekkhi	I ebonheart, imperial guard garrison
frostien ephine	I ebonheart, imperial guard garrison
glallian maraennius	I ebonheart, imperial guard garrison
jelin	I ebonheart, imperial guard garrison
key_impcomsecrdoor	I ebonheart, imperial guard garrison
sader	I ebonheart, imperial guard garrison
viccia claevius	I ebonheart, imperial guard garrison
agning	I ebonheart, six fishes
chanil_lee	I ebonheart, six fishes
com_drawers_01_pos	I ebonheart, six fishes
in_c_plain_r_cwin_rec_01	I ebonheart, six fishes
in_c_plain_r_cwin_rec_04	I ebonheart, six fishes
in_c_plain_r_swin_rec_01	I ebonheart, six fishes
in_c_stone_room_entry	I ebonheart, six fishes
joslin	I ebonheart, six fishes
lassinia mussillius	I ebonheart, six fishes
light_com_chandelier_04	I ebonheart, six fishes
light_com_rm_chandelier_05_177	I ebonheart, six fishes
rent_ebon_six_door	I ebonheart, six fishes
vinnus laecinnius	I ebonheart, six fishes
bedraflod	I ebonheart, skyrim mission
bookskill_hand to hand2	I ebonheart, skyrim mission
briring	I ebonheart, skyrim mission
eiruki hearth-healer	I ebonheart, skyrim mission
heidmir	I ebonheart, skyrim mission
ingokning	I ebonheart, skyrim mission
nordic_ringmail_cuirass	I ebonheart, skyrim mission
p_paralyze_s	I ebonheart, skyrim mission
com_sack_02_thief	I ebonheart, underground caves
crate_01_float_ebon_uni	I ebonheart, underground caves
furius acilius	I ebonheart, underground caves
glass frostsword	I ebonheart, underground caves
glass jinkblade	I ebonheart, underground caves
in_moldcave_nat_exit00	I ebonheart, underground caves
rat_diseased	I ebonheart, underground caves
yapal esatliballit	I elanius camp, yapal's yurt
light_de_lantern_01_off	I elf-skerring, lower level
alanil llaram	I elith-pal mine
astien masoriane	I elith-pal mine
dangor	I elith-pal mine
ex_de_scaffold_03a	I elith-pal mine
fothas thirandus	I elith-pal mine
lleras andalen	I elith-pal mine
nalmen athren	I elith-pal mine
kwama queen_eluba	I eluba-addon egg mine
miner_dead00	I eluba-addon egg mine
in_mudcave_06	I eluba-addon grotto
apparatus_g_calcinator_01	I endusal, kagrenac's study
bk_kagrenac'sjournal_excl	I endusal, kagrenac's study
bookskill_illusion2	I endusal, kagrenac's study
dagoth endus	I endusal, kagrenac's study
dagoth goral	I endusal, kagrenac's study
dagoth mendras	I endusal, kagrenac's study
dremora_lord	I endusal, kagrenac's study
dwrv_endusal_desk00	I endusal, kagrenac's study
dwrv_endusal_desk01	I endusal, kagrenac's study
dwrv_mechhead00	I endusal, kagrenac's study
dwrv_mechhips00	I endusal, kagrenac's study
dwrv_mechlarm00	I endusal, kagrenac's study
dwrv_mechlfoot00	I endusal, kagrenac's study
dwrv_mechlfrarm00	I endusal, kagrenac's study
dwrv_mechlhand00	I endusal, kagrenac's study
dwrv_mechlthigh00	I endusal, kagrenac's study
dwrv_mechrarm00	I endusal, kagrenac's study
dwrv_mechrfarm00	I endusal, kagrenac's study
dwrv_mechrfoot00	I endusal, kagrenac's study
dwrv_mechrhand00	I endusal, kagrenac's study
dwrv_mechrthigh00	I endusal, kagrenac's study
dwrv_mechtorso00	I endusal, kagrenac's study
ebony broadsword	I endusal, kagrenac's study
exquisite_belt_01	I endusal, kagrenac's study
glass_boots	I endusal, kagrenac's study
misc_dwrv_artifact80	I endusal, kagrenac's study
wizard dead 01	I endusal, kagrenac's study
addut-lamanu	I erabenimsun camp, addut-lamanu's yurt
ainab	I erabenimsun camp, ainab's yurt
ahaz	I erabenimsun camp, ashkhan's yurt
ulath-pal	I erabenimsun camp, ashkhan's yurt
ashu-ahhe	I erabenimsun camp, ashu-ahhe's yurt
assemmus	I erabenimsun camp, assemmus' yurt
zebba	I erabenimsun camp, assemmus' yurt
han-ammu	I erabenimsun camp, han-ammu's yurt
yantus	I erabenimsun camp, han-ammu's yurt
massarapal	I erabenimsun camp, massarapal's yurt
ulibabi	I erabenimsun camp, massarapal's yurt
ranabi	I erabenimsun camp, ranabi's yurt
salattanat	I erabenimsun camp, salattanat's yurt
in_ashl_tent_01	I erabenimsun camp, wise woman's yurt
manirai	I erabenimsun camp, wise woman's yurt
kwama queen_eretammus	I eretammus-sennammu egg mine
arrinis cerunia	I esutanamus, shrine
arvamea dalvani	I esutanamus, shrine
chark	I esutanamus, shrine
drathyn andavel	I esutanamus, shrine
bonemold_tshield_redoranguard	I fadathram ancestral tomb
iron wakizashi	I fadathram ancestral tomb
key_fadathram_tomb	I fadathram ancestral tomb
p_telekinesis_s	I fadathram ancestral tomb
bookskill_athletics3	I falas ancestral tomb
in_v_l_int_pillar_01	I falas ancestral tomb
in_velothismall_room_09	I falas ancestral tomb
key_falas_tomb	I falas ancestral tomb
urn_ash_nan00_unique	I falas ancestral tomb
ash_ghoul_ganel	I falasmaryon, lower level
chest_small_02_misc01	I falasmaryon, lower level
common_shirt_02_t	I falasmaryon, lower level
dagoth tanis	I falasmaryon, lower level
exquisite_shirt_01	I falasmaryon, lower level
in_strong_wall	I falasmaryon, lower level
irer nervion	I falasmaryon, lower level
p_swift_swim_b	I falasmaryon, lower level
sc_firstbarrier	I falasmaryon, lower level
sc_greyfate	I falasmaryon, lower level
missun akin	I falasmaryon, missun akin's hut
p_restore_speed_q	I falasmaryon, missun akin's hut
p_silence_e	I falasmaryon, missun akin's hut
active_port_valen	I falasmaryon, propylon chamber
ash_ghoul_mulyn	I falasmaryon, sewers
contain_corpse10_ftr_01	I falasmaryon, sewers
contain_corpse20_mage	I falasmaryon, sewers
in_sewer_bcorr1_00	I falasmaryon, sewers
in_sewer_bcorr2_00	I falasmaryon, sewers
in_sewer_bcorr2_01	I falasmaryon, sewers
in_sewer_bcorr2_02	I falasmaryon, sewers
in_sewer_bcorr2_03	I falasmaryon, sewers
in_sewer_bcorr2_04	I falasmaryon, sewers
in_sewer_bcorr2_05	I falasmaryon, sewers
in_sewer_bcorr3_00	I falasmaryon, sewers
in_sewer_bcorr4_00	I falasmaryon, sewers
in_sewer_canal00	I falasmaryon, sewers
in_sewer_pillar00	I falasmaryon, sewers
in_sewer_scorr1_00	I falasmaryon, sewers
in_sewer_scorr2_00	I falasmaryon, sewers
in_sewer_scorr2_01	I falasmaryon, sewers
in_sewer_scorr2_02	I falasmaryon, sewers
in_sewer_scorr4_00	I falasmaryon, sewers
in_sewer_union00	I falasmaryon, sewers
in_stronghold_arch00	I falasmaryon, sewers
in_stronghold_corr2_03	I falasmaryon, sewers
camandil	I falensarano, lower level
de_r_closet_01_fcloth04	I falensarano, lower level
in_strong_balcony00	I falensarano, lower level
in_strong_hallpill00	I falensarano, lower level
in_strongruin_divider10	I falensarano, lower level
in_strongruin_wall00	I falensarano, lower level
in_strongruin_wall10	I falensarano, lower level
light_de_candle_12	I falensarano, lower level
p_reflection_s	I falensarano, lower level
p_spell_absorption_s	I falensarano, lower level
sc_fadersleadenflesh	I falensarano, lower level
sc_fifthbarrier	I falensarano, lower level
viraninde	I falensarano, lower level
ylbert meric	I falensarano, lower level
active_port_indo	I falensarano, propylon chamber
active_port_telas	I falensarano, propylon chamber
alfhedil elf-hewer	I falensarano, upper level
ardhil	I falensarano, upper level
com_chest_01_alfhedil	I falensarano, upper level
bk_briefhistoryofwood	I falvillo's endeavor, cabin
de_p_desk_01_pos	I falvillo's endeavor, cabin
light_com_lantern_02_177_boat01	I falvillo's endeavor, lower level
common_shirt_02_h	I falvilo's endeavor, upper level
common_shoes_05	I falvilo's endeavor, upper level
ancestor_mg_wisewoman	I favel ancestral tomb
bookskill_spear5	I favel ancestral tomb
key_favel_chest	I favel ancestral tomb
minabibi assardarainat	I favel ancestral tomb
bookskill_armorer4	I forgotten vaults of anudnabia, forge of hilbongard
com_chest_daed_crusher	I forgotten vaults of anudnabia, forge of hilbongard
daedric_terrifying_helm	I forgotten vaults of anudnabia, forge of hilbongard
dark_1000	I forgotten vaults of anudnabia, forge of hilbongard
dwemer jinksword	I forgotten vaults of anudnabia, forge of hilbongard
dwemer_boots of flying	I forgotten vaults of anudnabia, forge of hilbongard
ebony spear	I forgotten vaults of anudnabia, forge of hilbongard
helm of wounding	I forgotten vaults of anudnabia, forge of hilbongard
in_icesheet_01	I forgotten vaults of anudnabia, forge of hilbongard
in_icesheet_02	I forgotten vaults of anudnabia, forge of hilbongard
p_levitation_b	I forgotten vaults of anudnabia, forge of hilbongard
repair_grandmaster_01	I forgotten vaults of anudnabia, forge of hilbongard
sc_windwalker	I forgotten vaults of anudnabia, forge of hilbongard
sound_crystal_chime	I forgotten vaults of anudnabia, forge of hilbongard
arenara	I galom daeus, entry
daedric_boots	I galom daeus, entry
dwrv_chest00_arenara1	I galom daeus, entry
dwrv_chest00_arenara2	I galom daeus, entry
dwrv_chest00_germia	I galom daeus, entry
dwrv_chest10_germia2	I galom daeus, entry
dwrv_chest10_weap	I galom daeus, entry
eloe	I galom daeus, entry
gergio	I galom daeus, entry
germia	I galom daeus, entry
ildogesto	I galom daeus, entry
in_vamp_cattle_ber	I galom daeus, entry
leone	I galom daeus, entry
wooden staff of chastening	I galom daeus, entry
big blue light	I galom daeus, observatory
bk_galur_rithari's_papers	I galom daeus, observatory
bk_secretsdwemeranimunculi	I galom daeus, observatory
bk_vampiresofvvardenfell2	I galom daeus, observatory
clasomo	I galom daeus, observatory
daedric_shield	I galom daeus, observatory
fammana	I galom daeus, observatory
in_dwrv_gear10	I galom daeus, observatory
ingred_corprus_weepings_01	I galom daeus, observatory
p_feather_q	I galom daeus, observatory
raxle berne	I galom daeus, observatory
reberio	I galom daeus, observatory
furn_shrine_aralor_cure_01	I ghostgate, temple
furn_shrine_delyn_cure_01	I ghostgate, temple
furn_shrine_felms_cure_01	I ghostgate, temple
furn_shrine_nerevar_cure_01	I ghostgate, temple
furn_shrine_olms_cure_01	I ghostgate, temple
furn_shrine_seryn_cure_01	I ghostgate, temple
furn_shrine_vivec_cure_01	I ghostgate, temple
in_v_roomhf_01	I ghostgate, temple
nilvyn drothan	I ghostgate, temple
uvoo llaren	I ghostgate, temple
bookskill_alchemy5	I ghostgate, tower of dawn
bookskill_alteration4	I ghostgate, tower of dawn
bookskill_light armor4	I ghostgate, tower of dawn
light_de_lamp_01_64	I ghostgate, tower of dawn
purple_512	I ghostgate, tower of dawn
ralyn othravel	I ghostgate, tower of dawn
rilvase avani	I ghostgate, tower of dawn
selmen relas	I ghostgate, tower of dawn
teril savani	I ghostgate, tower of dawn
bk_bluebookofriddles	I ghostgate, tower of dawn lower level
bk_legionsofthedead	I ghostgate, tower of dawn lower level
de_r_chest_01_ord2	I ghostgate, tower of dawn lower level
ebony_pauldron_left	I ghostgate, tower of dawn lower level
ebony_pauldron_right	I ghostgate, tower of dawn lower level
ebony_towershield	I ghostgate, tower of dawn lower level
faras thirano	I ghostgate, tower of dawn lower level
ferone veran	I ghostgate, tower of dawn lower level
in_v_s_int_center_02	I ghostgate, tower of dawn lower level
in_v_s_int_wall_02	I ghostgate, tower of dawn lower level
key_dawnvault	I ghostgate, tower of dawn lower level
ordinator stationary	I ghostgate, tower of dawn lower level
ulmiso maloren	I ghostgate, tower of dawn lower level
buoyant armiger_wander	I ghostgate, tower of dusk
com_chest_02_v_fonas	I ghostgate, tower of dusk
com_chest_02_w_ebony	I ghostgate, tower of dusk
de_r_drawers_01_empty	I ghostgate, tower of dusk
drelyne llenim	I ghostgate, tower of dusk
dwarven war axe	I ghostgate, tower of dusk
dwemer_shield	I ghostgate, tower of dusk
fonas retheran	I ghostgate, tower of dusk
galdal omayn	I ghostgate, tower of dusk
galore salvi	I ghostgate, tower of dusk
red_256	I ghostgate, tower of dusk
rent_ghost_dusk_door	I ghostgate, tower of dusk
terrain_ma_30	I ghostgate, tower of dusk
wulf	I ghostgate, tower of dusk
amulet_usheeja	I ghostgate, tower of dusk lower level
berela andrano	I ghostgate, tower of dusk lower level
chitin helm	I ghostgate, tower of dusk lower level
crate_01_armor_glass	I ghostgate, tower of dusk lower level
de_p_chest_02salynsaret	I ghostgate, tower of dusk lower level
dronos llervu	I ghostgate, tower of dusk lower level
ebony longsword	I ghostgate, tower of dusk lower level
ebony mace	I ghostgate, tower of dusk lower level
ebony staff	I ghostgate, tower of dusk lower level
elvasea thalas	I ghostgate, tower of dusk lower level
enar dralor	I ghostgate, tower of dusk lower level
glass firesword	I ghostgate, tower of dusk lower level
glass longsword	I ghostgate, tower of dusk lower level
glass staff	I ghostgate, tower of dusk lower level
glass stormsword	I ghostgate, tower of dusk lower level
glass_bracer_left	I ghostgate, tower of dusk lower level
glass_bracer_right	I ghostgate, tower of dusk lower level
glass_cuirass	I ghostgate, tower of dusk lower level
glass_pauldron_left	I ghostgate, tower of dusk lower level
glass_pauldron_right	I ghostgate, tower of dusk lower level
glass_shield	I ghostgate, tower of dusk lower level
mandran indrano	I ghostgate, tower of dusk lower level
mertis falandas	I ghostgate, tower of dusk lower level
p_poison_resistance_q	I ghostgate, tower of dusk lower level
p_restore_fatigue_e	I ghostgate, tower of dusk lower level
salyn sarethi	I ghostgate, tower of dusk lower level
shield of wounds	I ghostgate, tower of dusk lower level
steel_gauntlet_left	I ghostgate, tower of dusk lower level
steel_gauntlet_right	I ghostgate, tower of dusk lower level
taluro athren	I ghostgate, tower of dusk lower level
common_robe_02_tt	I gimothran ancestral tomb
in_tomb_skele_lev+2	I gimothran ancestral tomb
key_gimothran_chest	I gimothran ancestral tomb
key_gimothran_tomb	I gimothran ancestral tomb
koffutto gilgar	I gimothran ancestral tomb
netch_leather_shield	I gimothran ancestral tomb
sc_vulpriss	I gimothran ancestral tomb
anden thilarvel	I ginith ancestral tomb
bk_poisonsong1	I ginith ancestral tomb
common_pants_01_a	I ginith ancestral tomb
ervis ules	I ginith ancestral tomb
irarak	I ginith ancestral tomb
sarvil sadus	I ginith ancestral tomb
tredere llaren	I ginith ancestral tomb
vulyne rothari	I ginith ancestral tomb
almse arenim	I gnaar mok, arenim manor
chest_small_01_silverwa	I gnaar mok, arenim manor
drarus berano	I gnaar mok, arenim manor
dridas salvani	I gnaar mok, arenim manor
light_de_lantern_14	I gnaar mok, arenim manor
caryarel_barrel	I gnaar mok, caryarel's shack
balan	I gnaar mok, druegh-jigger's rest
bk_guide_to_vvardenfell	I gnaar mok, druegh-jigger's rest
hinald	I gnaar mok, druegh-jigger's rest
wadarkhu	I gnaar mok, druegh-jigger's rest
jerian dolbanitte	I gnaar mok, jerian dolbanitte's shack
mush_mere	I gnaar mok, mush-mere's shack
anas ulven	I gnaar mok, nadene rotheran's shack
daren adryn	I gnaar mok, nadene rotheran's shack
furn_de_firepit_f_200	I gnaar mok, nadene rotheran's shack
selvura andrano	I gnaar mok, nadene rotheran's shack
sodrara andalas	I gnaar mok, nadene rotheran's shack
rostlogi	I gnaar mok, rostlogi's shack
hetman abelmawia	I gnisis, abelmawia hut
asharapli almu	I gnisis, almu cave dwelling
in_velothicave_03	I gnisis, almu cave dwelling
baladas demnevanni	I gnisis, arvs-drelen
bookskill_restoration4	I gnisis, arvs-drelen
centurion_shock_baladas	I gnisis, arvs-drelen
daedroth_baladas	I gnisis, arvs-drelen
in_v_s_jaildoor_01	I gnisis, arvs-drelen
in_velothismall_room_11	I gnisis, arvs-drelen
index_beran	I gnisis, arvs-drelen
key_summoning_room	I gnisis, arvs-drelen
light_de_lantern_05_128_carry	I gnisis, arvs-drelen
p_fire_shield_q	I gnisis, arvs-drelen
p_frost_resistance_s	I gnisis, arvs-drelen
p_invisibility_b	I gnisis, arvs-drelen
p_mark_s	I gnisis, arvs-drelen
p_paralyze_c	I gnisis, arvs-drelen
p_reflection_c	I gnisis, arvs-drelen
ragash gra-shuzgub	I gnisis, arvs-drelen
allian carbo	I gnisis, barracks
arius rulician	I gnisis, barracks
bookskill_security1	I gnisis, barracks
chest_small_01_dumbuk	I gnisis, barracks
chest_small_il_talos	I gnisis, barracks
com_chest_02_imp_arms	I gnisis, barracks
de_p_chest_pos	I gnisis, barracks
optio bologra	I gnisis, barracks
oritius maro	I gnisis, barracks
strillian macro	I gnisis, barracks
vantustius pundus	I gnisis, barracks
varian angius	I gnisis, barracks
vertilvius cines	I gnisis, barracks
bk_divinemetaphysics	I gnisis, bethamez
centurion_fire_dead	I gnisis, bethamez
centurion_steam_dead	I gnisis, bethamez
in_mudcave_14	I gnisis, bethamez
in_mudcave_form00	I gnisis, bethamez
misc_dwrv_artifact20	I gnisis, bethamez
vabbar dinadad	I gnisis, dinadad hut
bk_gnisiseggmineledger	I gnisis, eggmine
kummi-namus almu	I gnisis, eggmine
mausur ababael	I gnisis, eggmine
shanud ududnabia	I gnisis, eggmine
zebdusipal mantiti	I gnisis, eggmine
bagamul gro-dumul	I gnisis, fort darius
bogdub gra-gurakh	I gnisis, fort darius
chaplain ogrul	I gnisis, fort darius
com_chest_02_darius_01	I gnisis, fort darius
com_chest_02_darius_02	I gnisis, fort darius
com_chest_02_darius_03	I gnisis, fort darius
com_chest_02_darius_04	I gnisis, fort darius
in_impsmall_shutter_01	I gnisis, fort darius
mug gro-dulob	I gnisis, fort darius
sharkub gro-khashnar	I gnisis, fort darius
uloth gra-ushar	I gnisis, fort darius
ulumpha gra-sharob	I gnisis, fort darius
yambul gro-bogrol	I gnisis, fort darius
in_velothicave_02	I gnisis, lasamsi cave dwelling
kwama queen_gnisis	I gnisis, lower eggmine
kwama warrior blighted	I gnisis, lower eggmine
lugrub gro-ogdum	I gnisis, lower eggmine
asha-ammu kutebani	I gnisis, madach tradehouse
athal nerano	I gnisis, madach tradehouse
bookskill_block1	I gnisis, madach tradehouse
clilias pullia	I gnisis, madach tradehouse
com_cupboard_01_glasses	I gnisis, madach tradehouse
com_cupboard_01_goblets	I gnisis, madach tradehouse
de_r_chest_01_darius	I gnisis, madach tradehouse
ertius fulbenus	I gnisis, madach tradehouse
fenas madach	I gnisis, madach tradehouse
general darius	I gnisis, madach tradehouse
nash gro-khazor	I gnisis, madach tradehouse
servant arg male	I gnisis, madach tradehouse
snakha gro-marob	I gnisis, madach tradehouse
talms dralor	I gnisis, madach tradehouse
nammu man-llu	I gnisis, man-llu hut
assumanu mantiti	I gnisis, mantiti cave dwelling
in_velothicave_01	I gnisis, mantiti cave dwelling
light_de_paper_lantern_04_177	I gnisis, mantiti cave dwelling
bookskill_marksman5	I gnisis, shand hut
hinammu shishara	I gnisis, shishara hut
ilasour tansumiran	I gnisis, tansumiran cave dwelling
in_velothicave_04	I gnisis, tansumiran cave dwelling
ac_shrine_gnisis	I gnisis, temple
ac_shrine_gnisis_mv	I gnisis, temple
esib-nummu assunudadnud	I gnisis, temple
furn_banner_temple_02_interior	I gnisis, temple
mehra drora	I gnisis, temple
misc_vivec_ashmask_01	I gnisis, temple
misc_vivec_ashmask_01_fake	I gnisis, temple
zanmulk sammalamus	I gnisis, temple
ancestor_ghost_vabdas	I gnisis, underground stream
bookskill_athletics1	I gnisis, underground stream
in_egg_all_lev+0	I gnisis, underground stream
light_com_torch_burnedout_01	I gnisis, underground stream
lugrub's axe	I gnisis, underground stream
mansilamat vabdas	I gnisis, underground stream
shullay vabdas	I gnisis, vabdas hut
widow vabdas	I gnisis, vabdas hut
widow vabdas chest	I gnisis, vabdas hut
musa yahaz	I gnisis, yahaz hut
dreggs	I gro-bagrat plantation
gakkenfeld	I gro-bagrat plantation
gurak gro-bagrat	I gro-bagrat plantation
light_de_candle_17	I gro-bagrat plantation
llaynasa othran	I gro-bagrat plantation
velsa salaron	I gro-bagrat plantation
bedrir	I grytewake, cabin
bookskill_medium armor3	I grytewake, cabin
bookskill_unarmored2	I grytewake, cabin
hefadmir	I grytewake, lower level
common_pants_03_b	I grytewake, upper level
sittar	I grytewake, upper level
aina	I habinbaes
almsi oren	I habinbaes
folyni dran	I habinbaes
kisimba	I habinbaes
matuk gro-magrish	I habinbaes
misc_fakesoulgem	I habinbaes
olank-neeus	I habinbaes
p_chameleon_b	I habinbaes
ri'dumiwa	I habinbaes
sc_elementalburstfrost	I habinbaes
sifknir	I habinbaes
valvesu indaram	I habinbaes
kwama queen_hairat	I hairat-vassamsi egg mine, queen's lair
bredasu gilaram	I halit mine
dartis dreleth	I halit mine
dolmesa sarano	I halit mine
falam hlaalu	I halit mine
feralea ramori	I halit mine
furn_tikitorch_out	I halit mine
in_moldcave_19	I halit mine
llevel seri	I halit mine
mevrenea aryon	I halit mine
velyn farethan	I halit mine
aglaril	I hanud
in_velothismall_pitd_05	I hanud
light_sconce10_128	I hanud
bookskill_mysticism3	I hanud, tower
faric panoit	I hanud, tower
in_velothismall_3way_02	I hanud, tower
light_velothi_brazier	I hanud, tower
noleon sele	I hanud, tower
treras dres	I hanud, tower
p_fortify_magicka_b	I hassour
bookskill_mysticism4	I hassour, shrine
dagoth fovon	I hassour, shrine
dreamer_06	I hassour, shrine
misc_de_lute_01_phat	I hassour, shrine
red_600_01_f	I hassour, shrine
sc_feldramstrepidation	I helan ancestral tomb
bookskill_sneak5	I helas ancestral tomb
key_helas_tomb	I helas ancestral tomb
ancestor_guardian_heler	I heleran ancestral tomb
ex_common_trellis	I heleran ancestral tomb
in_tomb_skele_lev-2	I heleran ancestral tomb
in_velothismall_staticdoor_01	I heran ancestral tomb
key_heran	I heran ancestral tomb
alnas sendu	I hinnabi
audania afronia	I hinnabi
bralsea seloth	I hinnabi
cheesh-meeus	I hinnabi
gogrek	I hinnabi
heir-zish	I hinnabi
j'ram-dar	I hinnabi
light_tikitorch00_320_ffd	I hinnabi
nivel madryon	I hinnabi
tasha	I hinnabi
tels girano	I hinnabi
bookskill_acrobatics2	I hla oad, fadila balvel's house
hrondar highlander	I hla oad, fadila balvel's house
bookskill_security5	I hla oad, fatleg's drop off
com_chest_02_ra'zhid	I hla oad, fatleg's drop off
contain_corpse21	I hla oad, fatleg's drop off
dalam gavyn	I hla oad, fatleg's drop off
falvis tunel	I hla oad, fatleg's drop off
in_cavern_roots00	I hla oad, fatleg's drop off
in_de_shack_trapdoor	I hla oad, fatleg's drop off
in_de_shack_trapdoor_01	I hla oad, fatleg's drop off
in_mudcave2_s_01	I hla oad, fatleg's drop off
in_mudcave_19	I hla oad, fatleg's drop off
light_de_lantern_06_256	I hla oad, fatleg's drop off
llemisa marys	I hla oad, fatleg's drop off
perien aurelie	I hla oad, fatleg's drop off
ra'zhid	I hla oad, fatleg's drop off
rabinna	I hla oad, fatleg's drop off
relam arinith	I hla oad, fatleg's drop off
trasteve	I hla oad, fatleg's drop off
bookskill_hand to hand3	I hla oad, murudius flaeus's house
murudius flaeus	I hla oad, murudius flaeus's house
